Year,Factory_Name,Producto,Unidad,Month,Quantity
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Volumen de leche recibida,Litros,Enero,0
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),"Leche pasteurizada 3,0 % m.g.",Litros,Enero,0
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),"Leche pasteurizada 2,5 % m.g.",Litros,Enero,0
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Leche pasteurizada descremada,Litros,Enero,0
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Leche esterilizada entera,Litros,Enero,0
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Leche esterilizada semidescremada,Litros,Enero,0
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Leche esterilizada descremada,Litros,Enero,0
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Leche esterilizada con sabor,Litros,Enero,0
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Leche en polvo,Leche en polvo,Enero,Leche en polvo
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Leche en polvo 28 % m.g.,Kilos,Enero,0
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Leche en polvo 26 % m.g.,Kilos,Enero,0
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Leche en polvo 18 % m.g.,Kilos,Enero,0
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Leche en polvo 20 % m.g.,Kilos,Enero,0
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Leche en polvo 12 % m.g.,Kilos,Enero,0
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Leche en polvo descremada,Kilos,Enero,0
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Total leche en polvo,Kilos,Enero,0
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Otros productos lácteos,Otros productos lácteos,Enero,Otros productos lácteos
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Yogur,Litros,Enero,0
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Leche cultivada,Litros,Enero,0
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Quesillos,Kilos,Enero,0
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Quesos,Kilos,Enero,0
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Crema,Kilos,Enero,0
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Mantequilla,Kilos,Enero,0
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Suero en polvo,Kilos,Enero,0
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Leche condensada,Kilos,Enero,0
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Manjar,Kilos,Enero,0
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Leche modificada,Kilos,Enero,0
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Leche evaporada,Kilos,Enero,0
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Enero,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.
2023,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Enero,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.
2023,CAMPO LINDO - Río Negro (Los Lagos),Volumen de leche recibida,Litros,Enero,0
2023,CAMPO LINDO - Río Negro (Los Lagos),"Leche pasteurizada 3,0 % m.g.",Litros,Enero,0
2023,CAMPO LINDO - Río Negro (Los Lagos),"Leche pasteurizada 2,5 % m.g.",Litros,Enero,0
2023,CAMPO LINDO - Río Negro (Los Lagos),Leche pasteurizada descremada,Litros,Enero,0
2023,CAMPO LINDO - Río Negro (Los Lagos),Leche esterilizada entera,Litros,Enero,0
2023,CAMPO LINDO - Río Negro (Los Lagos),Leche esterilizada semidescremada,Litros,Enero,0
2023,CAMPO LINDO - Río Negro (Los Lagos),Leche esterilizada descremada,Litros,Enero,0
2023,CAMPO LINDO - Río Negro (Los Lagos),Leche esterilizada con sabor,Litros,Enero,0
2023,CAMPO LINDO - Río Negro (Los Lagos),Leche en polvo,Leche en polvo,Enero,Leche en polvo
2023,CAMPO LINDO - Río Negro (Los Lagos),Leche en polvo 28 % m.g.,Kilos,Enero,0
2023,CAMPO LINDO - Río Negro (Los Lagos),Leche en polvo 26 % m.g.,Kilos,Enero,0
2023,CAMPO LINDO - Río Negro (Los Lagos),Leche en polvo 18 % m.g.,Kilos,Enero,0
2023,CAMPO LINDO - Río Negro (Los Lagos),Leche en polvo 20 % m.g.,Kilos,Enero,0
2023,CAMPO LINDO - Río Negro (Los Lagos),Leche en polvo 12 % m.g.,Kilos,Enero,0
2023,CAMPO LINDO - Río Negro (Los Lagos),Leche en polvo descremada,Kilos,Enero,0
2023,CAMPO LINDO - Río Negro (Los Lagos),Total leche en polvo,Kilos,Enero,0
2023,CAMPO LINDO - Río Negro (Los Lagos),Otros productos lácteos,Otros productos lácteos,Enero,Otros productos lácteos
2023,CAMPO LINDO - Río Negro (Los Lagos),Yogur,Litros,Enero,0
2023,CAMPO LINDO - Río Negro (Los Lagos),Leche cultivada,Litros,Enero,0
2023,CAMPO LINDO - Río Negro (Los Lagos),Quesillos,Kilos,Enero,0
2023,CAMPO LINDO - Río Negro (Los Lagos),Quesos,Kilos,Enero,0
2023,CAMPO LINDO - Río Negro (Los Lagos),Crema,Kilos,Enero,0
2023,CAMPO LINDO - Río Negro (Los Lagos),Mantequilla,Kilos,Enero,0
2023,CAMPO LINDO - Río Negro (Los Lagos),Suero en polvo,Kilos,Enero,0
2023,CAMPO LINDO - Río Negro (Los Lagos),Leche condensada,Kilos,Enero,0
2023,CAMPO LINDO - Río Negro (Los Lagos),Manjar,Kilos,Enero,0
2023,CAMPO LINDO - Río Negro (Los Lagos),Leche modificada,Kilos,Enero,0
2023,CAMPO LINDO - Río Negro (Los Lagos),Leche evaporada,Kilos,Enero,0
2023,CAMPO LINDO - Río Negro (Los Lagos),Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Enero,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.
2023,CAMPO LINDO - Río Negro (Los Lagos),Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Enero,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.
2023,CHILOLAC - Ancud (Los Lagos),Volumen de leche recibida,Litros,Enero,2.057.877
2023,CHILOLAC - Ancud (Los Lagos),"Leche pasteurizada 3,0 % m.g.",Litros,Enero,0
2023,CHILOLAC - Ancud (Los Lagos),"Leche pasteurizada 2,5 % m.g.",Litros,Enero,0
2023,CHILOLAC - Ancud (Los Lagos),Leche pasteurizada descremada,Litros,Enero,0
2023,CHILOLAC - Ancud (Los Lagos),Leche esterilizada entera,Litros,Enero,0
2023,CHILOLAC - Ancud (Los Lagos),Leche esterilizada semidescremada,Litros,Enero,0
2023,CHILOLAC - Ancud (Los Lagos),Leche esterilizada descremada,Litros,Enero,0
2023,CHILOLAC - Ancud (Los Lagos),Leche esterilizada con sabor,Litros,Enero,0
2023,CHILOLAC - Ancud (Los Lagos),Leche en polvo,Leche en polvo,Enero,Leche en polvo
2023,CHILOLAC - Ancud (Los Lagos),Leche en polvo 28 % m.g.,Kilos,Enero,0
2023,CHILOLAC - Ancud (Los Lagos),Leche en polvo 26 % m.g.,Kilos,Enero,0
2023,CHILOLAC - Ancud (Los Lagos),Leche en polvo 18 % m.g.,Kilos,Enero,0
2023,CHILOLAC - Ancud (Los Lagos),Leche en polvo 20 % m.g.,Kilos,Enero,0
2023,CHILOLAC - Ancud (Los Lagos),Leche en polvo 12 % m.g.,Kilos,Enero,0
2023,CHILOLAC - Ancud (Los Lagos),Leche en polvo descremada,Kilos,Enero,0
2023,CHILOLAC - Ancud (Los Lagos),Total leche en polvo,Kilos,Enero,0
2023,CHILOLAC - Ancud (Los Lagos),Otros productos lácteos,Otros productos lácteos,Enero,Otros productos lácteos
2023,CHILOLAC - Ancud (Los Lagos),Yogur,Litros,Enero,7.250
2023,CHILOLAC - Ancud (Los Lagos),Leche cultivada,Litros,Enero,0
2023,CHILOLAC - Ancud (Los Lagos),Quesillos,Kilos,Enero,0
2023,CHILOLAC - Ancud (Los Lagos),Quesos,Kilos,Enero,196.984
2023,CHILOLAC - Ancud (Los Lagos),Crema,Kilos,Enero,0
2023,CHILOLAC - Ancud (Los Lagos),Mantequilla,Kilos,Enero,27.603
2023,CHILOLAC - Ancud (Los Lagos),Suero en polvo,Kilos,Enero,0
2023,CHILOLAC - Ancud (Los Lagos),Leche condensada,Kilos,Enero,0
2023,CHILOLAC - Ancud (Los Lagos),Manjar,Kilos,Enero,0
2023,CHILOLAC - Ancud (Los Lagos),Leche modificada,Kilos,Enero,0
2023,CHILOLAC - Ancud (Los Lagos),Leche evaporada,Kilos,Enero,0
2023,CHILOLAC - Ancud (Los Lagos),Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Enero,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.
2023,CHILOLAC - Ancud (Los Lagos),Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Enero,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.
2023,COLUN - La Unión (Los Ríos),Volumen de leche recibida,Litros,Enero,58.339.661
2023,COLUN - La Unión (Los Ríos),"Leche pasteurizada 3,0 % m.g.",Litros,Enero,0
2023,COLUN - La Unión (Los Ríos),"Leche pasteurizada 2,5 % m.g.",Litros,Enero,0
2023,COLUN - La Unión (Los Ríos),Leche pasteurizada descremada,Litros,Enero,0
2023,COLUN - La Unión (Los Ríos),Leche esterilizada entera,Litros,Enero,8.173.005
2023,COLUN - La Unión (Los Ríos),Leche esterilizada semidescremada,Litros,Enero,0
2023,COLUN - La Unión (Los Ríos),Leche esterilizada descremada,Litros,Enero,2.039.354
2023,COLUN - La Unión (Los Ríos),Leche esterilizada con sabor,Litros,Enero,2.924.234
2023,COLUN - La Unión (Los Ríos),Leche en polvo,Leche en polvo,Enero,Leche en polvo
2023,COLUN - La Unión (Los Ríos),Leche en polvo 28 % m.g.,Kilos,Enero,0
2023,COLUN - La Unión (Los Ríos),Leche en polvo 26 % m.g.,Kilos,Enero,489.600
2023,COLUN - La Unión (Los Ríos),Leche en polvo 18 % m.g.,Kilos,Enero,0
2023,COLUN - La Unión (Los Ríos),Leche en polvo 20 % m.g.,Kilos,Enero,489.600
2023,COLUN - La Unión (Los Ríos),Leche en polvo 12 % m.g.,Kilos,Enero,0
2023,COLUN - La Unión (Los Ríos),Leche en polvo descremada,Kilos,Enero,143.100
2023,COLUN - La Unión (Los Ríos),Total leche en polvo,Kilos,Enero,632.700
2023,COLUN - La Unión (Los Ríos),Otros productos lácteos,Otros productos lácteos,Enero,Otros productos lácteos
2023,COLUN - La Unión (Los Ríos),Yogur,Litros,Enero,4.170.759
2023,COLUN - La Unión (Los Ríos),Leche cultivada,Litros,Enero,328.662
2023,COLUN - La Unión (Los Ríos),Quesillos,Kilos,Enero,457.785
2023,COLUN - La Unión (Los Ríos),Quesos,Kilos,Enero,3.269.426
2023,COLUN - La Unión (Los Ríos),Crema,Kilos,Enero,1.007.093
2023,COLUN - La Unión (Los Ríos),Mantequilla,Kilos,Enero,748.666
2023,COLUN - La Unión (Los Ríos),Suero en polvo,Kilos,Enero,1.630.000
2023,COLUN - La Unión (Los Ríos),Leche condensada,Kilos,Enero,0
2023,COLUN - La Unión (Los Ríos),Manjar,Kilos,Enero,412.636
2023,COLUN - La Unión (Los Ríos),Leche modificada,Kilos,Enero,0
2023,COLUN - La Unión (Los Ríos),Leche evaporada,Kilos,Enero,0
2023,COLUN - La Unión (Los Ríos),Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Enero,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.
2023,COLUN - La Unión (Los Ríos),Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Enero,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Volumen de leche recibida,Litros,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),"Leche pasteurizada 3,0 % m.g.",Litros,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),"Leche pasteurizada 2,5 % m.g.",Litros,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Leche pasteurizada descremada,Litros,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Leche esterilizada entera,Litros,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Leche esterilizada semidescremada,Litros,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Leche esterilizada descremada,Litros,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Leche esterilizada con sabor,Litros,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Leche en polvo,Leche en polvo,Enero,Leche en polvo
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Leche en polvo 28 % m.g.,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Leche en polvo 26 % m.g.,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Leche en polvo 18 % m.g.,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Leche en polvo 20 % m.g.,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Leche en polvo 12 % m.g.,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Leche en polvo descremada,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Total leche en polvo,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Otros productos lácteos,Otros productos lácteos,Enero,Otros productos lácteos
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Yogur,Litros,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Leche cultivada,Litros,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Quesillos,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Quesos,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Crema,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Mantequilla,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Suero en polvo,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Leche condensada,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Manjar,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Leche modificada,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Leche evaporada,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Enero,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Biobío),Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Enero,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Volumen de leche recibida,Litros,Enero,1.986.539
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),"Leche pasteurizada 3,0 % m.g.",Litros,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),"Leche pasteurizada 2,5 % m.g.",Litros,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Leche pasteurizada descremada,Litros,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Leche esterilizada entera,Litros,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Leche esterilizada semidescremada,Litros,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Leche esterilizada descremada,Litros,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Leche esterilizada con sabor,Litros,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Leche en polvo,Leche en polvo,Enero,Leche en polvo
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Leche en polvo 28 % m.g.,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Leche en polvo 26 % m.g.,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Leche en polvo 18 % m.g.,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Leche en polvo 20 % m.g.,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Leche en polvo 12 % m.g.,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Leche en polvo descremada,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Total leche en polvo,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Otros productos lácteos,Otros productos lácteos,Enero,Otros productos lácteos
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Yogur,Litros,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Leche cultivada,Litros,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Quesillos,Kilos,Enero,161.200
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Quesos,Kilos,Enero,123.381
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Crema,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Mantequilla,Kilos,Enero,260
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Suero en polvo,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Leche condensada,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Manjar,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Leche modificada,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Leche evaporada,Kilos,Enero,0
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Enero,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.
2023,COMERCIAL DEL CAMPO S.A. - Bulnes (Ñuble),Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Enero,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Volumen de leche recibida,Litros,Enero,0
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),"Leche pasteurizada 3,0 % m.g.",Litros,Enero,0
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),"Leche pasteurizada 2,5 % m.g.",Litros,Enero,0
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Leche pasteurizada descremada,Litros,Enero,0
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Leche esterilizada entera,Litros,Enero,0
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Leche esterilizada semidescremada,Litros,Enero,0
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Leche esterilizada descremada,Litros,Enero,0
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Leche esterilizada con sabor,Litros,Enero,0
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Leche en polvo,Leche en polvo,Enero,Leche en polvo
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Leche en polvo 28 % m.g.,Kilos,Enero,0
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Leche en polvo 26 % m.g.,Kilos,Enero,0
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Leche en polvo 18 % m.g.,Kilos,Enero,0
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Leche en polvo 20 % m.g.,Kilos,Enero,0
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Leche en polvo 12 % m.g.,Kilos,Enero,0
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Leche en polvo descremada,Kilos,Enero,0
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Total leche en polvo,Kilos,Enero,0
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Otros productos lácteos,Otros productos lácteos,Enero,Otros productos lácteos
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Yogur,Litros,Enero,0
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Leche cultivada,Litros,Enero,0
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Quesillos,Kilos,Enero,0
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Quesos,Kilos,Enero,0
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Crema,Kilos,Enero,0
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Mantequilla,Kilos,Enero,0
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Suero en polvo,Kilos,Enero,0
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Leche condensada,Kilos,Enero,0
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Manjar,Kilos,Enero,0
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Leche modificada,Kilos,Enero,0
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Leche evaporada,Kilos,Enero,0
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Enero,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.
2023,GRANAROLO CHILE SPA - Los Angeles (Biobío),Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.,Enero,Fuente: elaborado por Odepa en base a antecedentes proporcionados por las plantas lecheras.
2023,INVERSIONES E INDUSTRIAS VALLE VERDE S.A. - Osorno (Los Lagos),Volumen de leche recibida,Litros,Enero,5.858.648
2023,INVERSIONES E INDUSTRIAS VALLE VERDE S.A. - Osorno (Los Lagos),"Leche pasteurizada 3,0 % m.g.",Litros,Enero,0
2023,INVERSIONES E INDUSTRIAS VALLE VERDE S.A. - Osorno (Los Lagos),"Leche pasteurizada 2,5 % m.g.",Litros,Enero,0
2023,INVERSIONES E INDUSTRIAS VALLE VERDE S.A. - Osorno (Los Lagos),Leche pasteurizada descremada,Litros,Enero,0
2023,INVERSIONES E INDUSTRIAS VALLE VERDE S.A. - Osorno (Los Lagos),Leche esterilizada entera,Litros,Enero,0
2023,INVERSIONES E INDUSTRIAS VALLE VERDE S.A. - Osorno (Los Lagos),Leche esterilizada semidescremada,Litros,Enero,0
2023,INVERSIONES E INDUSTRIAS VALLE VERDE S.A. - Osorno (Los Lagos),Leche esterilizada descremada,Litros,Enero,0
2023,INVERSIONES E INDUSTRIAS VALLE VERDE S.A. - Osorno (Los Lagos),Leche esterilizada con sabor,Litros,Enero,0
2023,INVERSIONES E INDUSTRIAS VALLE VERDE S.A. - Osorno (Los Lagos),Leche en polvo,Leche en polvo,Enero,Leche en polvo
2023,INVERSIONES E INDUSTRIAS VALLE VERDE S.A. - Osorno (Los Lagos),Leche en polvo 28 % m.g.,Kilos,Enero,0
2023,INVERSIONES E INDUSTRIAS VALLE VERDE S.A. - Osorno (Los Lagos),Leche en polvo 26 % m.g.,Kilos,Enero,0
2023,INVERSIONES E INDUSTRIAS VALLE VERDE S.A. - Osorno (Los Lagos),Leche en polvo 18 % m.g.,Kilos,Enero,0
2023,INVERSIONES E INDUSTRIAS VALLE VERDE S.A. - Osorno (Los Lagos),Leche en polvo 20 % m.g.,Kilos,Enero,0
2023,INVERSIONES E INDUSTRIAS VALLE VERDE S.A. - Osorno (Los Lagos),Leche en polvo 12 % m.g.,Kilos,Enero,0
2023,INVERSIONES E INDUSTRIAS VALLE VERDE S.A. - Osorno (Los Lagos),Leche en polvo descremada,Kilos,Enero,0
2023,INVERSIONES E INDUSTRIAS VALLE VERDE S.A. - Osorno (Los Lagos),Total leche en polvo,Kilos,Enero,0
2023,INVERSIONES E INDUSTRIAS VALLE VERDE S.A. - Osorno (Los Lagos),Otros productos lácteos,Otros productos lácteos,Enero,Otros productos lácteos
2023,INVERSIONES E INDUSTRIAS VALLE VERDE S.A. - Osorno (Los Lagos),Yogur,Litros,Enero,0
2023,INVERSIONES E INDUSTRIAS VALLE VERDE S.A. - Osorno (Los Lagos),Leche cultivada,Litros,Enero,0
2023,INVERSIONES E INDUSTRIAS VALLE VERDE S.A. - Osorno (Los Lagos),Quesillos,Kilos,Enero,0
2023,INVERSIONES E INDUSTRIAS VALLE VERDE S.A. - Osorno (Los Lagos),Quesos,Kilos,Enero,778.828
2023,INVERSIONES E INDUSTRIAS VALLE VERDE S.A. - Osorno (Los Lagos),Crema,Kilos,Enero,0
2023,INVERSIONES E INDUSTRIAS VALLE VERDE S.A. - Osorno (Los Lagos),Mantequilla,Kilos,Enero,96.160
2023,INVERSIONES E INDUSTRIAS VALLE VERDE S.A. - Osorno (Los Lagos),Suero en polvo,Kilos,Enero,0
2023,INVERSIONES E INDUSTRIAS VALLE VERDE S.A. - Osorno (Los Lagos),Leche condensada,Kilos,Enero,0
2023,INVERSIONES E INDUSTRIAS VALLE VERDE S.A. - Osorno (Los Lagos),Manjar,Kilos,Enero,0
